model,rag,sample_id,is_impossible,gold_question,gold_answer,gen_question,gen_answer,inf_time_sec,rougeL,bleu,chrf,bertscore_f1,cosine_sim,a_in_ctx_ratio,answer_exact_match,answer_rougeL
BARTpho-syllable,RAG,196,False,Mitterrand trở thành chủ tịch của Đại hội đồng Nièvre sau bao nhiêu năm?,Hai năm,"question: Chủ tịch Hồ Chí Minh đã làm gì để khẳng định tính hợp pháp của nhà nước Việt Nam Dân chủ Cộng? answer: gửi thư, công hàm khẳng định tính hợp pháp","question: Chủ tịch Hồ Chí Minh đã làm gì để khẳng định tính hợp pháp của nhà nước Việt Nam Dân chủ Cộng? answer: gửi thư, công hàm khẳng định tính hợp pháp",2.0103,0.2286,0.0,18.0614,0.6345,0.3212,0.0,0.0,0.0769
BARTpho-syllable,RAG,197,False,"Có 58,7% dân số đã tường trình như thế nào về ngôn ngữ bản địa trong điều tra năm 2009?",họ không có kiến thức gì về chúng,question: Người Việt đã sáng tạo ra chữ Nôm để làm gì? answer: ghi lại tiếng nói của dân tộc,question: Có bao nhiêu ngôn ngữ được nói tại Nouvelle-Calédonie? answer: 28 ngôn ngữ,1.4892,0.2759,0.0,13.3421,0.6714,0.3866,0.0,0.0,0.2424
BARTpho-syllable,RAG,198,False,"Trong một vài trường hợp, nếu pha nước biển với nước ngọt theo tỉ lệ nào thì không xuất hiện các triệu chứng bệnh tật?",2:3,question: Khi nào thì ngành dệt nước Anh bắt đầu sử dụng máy chạy bằng sức nước? answer: năm 2000,question: Khi nào thì ngành dệt nước Anh sử dụng máy chạy bằng sức nước? answer: Trước khi có máy hơi nước,1.2996,0.2632,0.0,16.4774,0.6917,0.2466,0.0,0.0,0.0
BARTpho-syllable,RAG,199,False,Lâm Đan Hãn có các cuộc đối đầu với người Mãn để làm gì?,tranh nhau cướp bóc các thành thị của Trung Quốc,"question: Sau khi Phùng Hưng mất, ai là người lên nối nghiệp? answer: Phùng An","question: Sau khi Phùng Hưng mất, ai là người lên nối nghiệp? answer: Phùng An",1.0923,0.1818,0.0,12.5632,0.6774,0.3938,0.0,0.0,0.0513
BARTpho-syllable,RAG,200,False,Ai là người kế nhiệm của Mitterrand?,Jacques Chirac,"question: Vì sao cuộc ""chung sống"" thứ hai của Mitterrand và Balladur ít bất đồng hơn? answer: Mitterrand bị suy yếu bởi bệnh ung the, vụ scandal về quá khứ của ông trong chế độ Vichy, và vụ tự sát của người bạn François de Grossouvre","question: Vì sao cuộc ""chung sống"" thứ hai của Mitterrand và Balladur ít bất đồng hơn? answer: hai người biết họ không phải là đối thủ của nhau trong cuộc bầu cử tổng thống tiếp theo",2.3627,0.1159,0.0,24.7611,0.6857,0.692,0.0,0.0,0.0
BARTpho-syllable,RAG,201,False,Hầu hết các loài kiến còn tồn tại đến bây giờ sinh sống ở đâu?,Dominica,question: Kiến nguyên phân bố rộng khắp trên siêu lục địa nào? answer: Laurasia (bán cầu bắc),question: Kiến nguyên phân bố rộng khắp trên siêu lục địa Laurasia vào kỷ nào? answer: kỷ Creta,1.5787,0.2642,0.0,13.6838,0.6754,0.4253,0.0,0.0,0.0
BARTpho-syllable,RAG,202,False,Ngành nào là ông vua không ngai trong nền kinh tế của Canada?,ngành công nghiệp dịch vụ,"question: Sự phát triển của các ngành chế tạo, và các lĩnh vực dịch vụ đã tác động như thế nào đến Canada? answer: chuyển đổi Canada từ một nền kinh tế nông thôn mức độ lớn sang nền kinh tế đô thị hóa, công nghiệp","question: Sự phát triển của các ngành chế tạo, và các lĩnh vực dịch vụ đã tác động như thế nào đến Canada? answer: chuyển đổi Canada từ một nền kinh tế nông thôn mức độ lớn sang nền kinh tế đô thị hóa, công nghiệp",2.4724,0.2619,0.0,32.0488,0.6829,0.5566,0.0,0.0,0.16
BARTpho-syllable,RAG,203,False,Có bao nhiêu thanh niên đã ở lại phục vụ tại Texas trong Chiến tranh thế giới thứ hai?,750.000 thanh niên,question: Nền kinh tế Đại Việt đã được phục hồi như thế nào sau chiến tranh? answer: Nền kinh tế Đại Việt sau chiến tranh đã được phục hồi,question: Nền kinh tế Đại Việt sau chiến tranh như thế nào? answer: Nền kinh tế Đại Việt sau chiến tranh đã được phục hồi,2.1816,0.3226,0.0,23.2297,0.6689,0.245,0.0,0.0,0.0526
BARTpho-syllable,RAG,204,False,Don Riegle nắm giữ chức vụ trong chính quyền Hoa Kỳ?,Chủ tịch Uỷ ban thượng nghị viện,question: Bộ Thương mại Hoa Kỳ đã phê chuẩn việc bán các tác nhân sinh học đa tác dụng cho Iraq vào thời gian nào? answer: giữa thập niên 1980,"question: Bộ Thương mại Hoa Kỳ đã phê chuẩn, cho mục đích nghiên cứu, việc bán các tác nhân sinh học đa tác dụng cho Iraq vào thời gian nào? answer: giữa thập niên 1980",1.8765,0.1311,0.0,17.1133,0.6982,0.2421,0.0,0.0,0.125
BARTpho-syllable,RAG,205,False,"Sau khi phát hiện Roosevlet lừa dối mình, Eleanor đã có quyết định gì?",Eleanor đến gặp chồng với những bức thư trên tay và yêu cầu ly dị,question: Trong thời gian còn lại của cuộc hôn nhân Eleanor đã chuyển đến sống ở đâu? answer: Hyde Park tại Valkill,"question: Trong thời gian còn lại của cuộc hôn nhân, Eleanor đã chuyển đến sống ở đâu? answer: Hyde Park tại Valkill",1.4984,0.2449,0.0,21.6419,0.6566,0.5855,0.0,0.0,0.1887
BARTpho-syllable,RAG,206,False,Canada nằm về phía nào của Châu Mỹ nào?,cực bắc,question: Đảo Greenland thuộc quốc gia nào? answer: Vương quốc Đan Mạch,question: Đảo Greenland thuộc quốc gia nào? answer: Vương quốc Đan Mạch,1.1565,0.2424,0.0,13.3692,0.7104,0.3799,0.0,0.0,0.2727
BARTpho-syllable,RAG,207,False,Khi nuôi bồ câu cần làm chuồng như thế nào?,chuồng nuôi thoáng mát,question: Cây lương thực chủ đạo của người dân Phù Nam là gì? answer: lúa nước,question: Cây lương thực chủ đạo của người dân Phù Nam là gì? answer: lúa nước,1.1612,0.25,0.0,11.3498,0.6717,0.3637,0.0,0.0,0.125
BARTpho-syllable,RAG,208,False,Đất nước nào không có diện tích lớn thứ hai thế giới nhưng có đường biên giới dài nhất thế giới?,Hoa Kỳ,question: Đảo Greenland thuộc quốc gia nào? answer: Vương quốc Đan Mạch,question: Đảo Greenland thuộc quốc gia nào? answer: Vương quốc Đan Mạch,1.1229,0.2308,0.0,7.8095,0.6505,0.46,0.0,0.0,0.0
BARTpho-syllable,RAG,209,False,Những loại người đi quanh bình nguyên cùng những con bò mà được Francisco Vasquez de Coronado miêu tả là những loại người nào?,một được gọi là Querechos và dân tộc kia là Teyas,"question: Tôn Sĩ Nghị đã làm gì trong đêm đen? answer: Tôn Sĩ Nghị đoạt đường vượt sông Phú Lương, rồi lập tức chặt cầu phao để đoạn hậu, vì vậy những quân còn lại trên bờ, Đề đốc Hứa Thế Hanh, Tổng binh Trương Triều Long, cùng quan quân phu dịch hơn vạn người, đều chen nhau chết đuối","question: Tôn Sĩ Nghị đã làm gì trong đêm đen? answer: Tôn Sĩ Nghị đoạt đường vượt sông Phú Lương, rồi lập tức chặt cầu phao để đoạn hậu, vì vậy những quân còn lại trên bờ, Đề đốc Hứa Thế Hanh, Tổng binh Trương Triều Long, cùng quan quân phu dịch hơn vạn người, đều chen nhau chết đuối",3.6169,0.192,0.0,19.6862,0.6469,0.2431,0.0,0.0,0.1538
BARTpho-syllable,RAG,210,False,"Sau cuộc chiến, sản lượng điện của Iraq được sản xuất như thế nào so với trước đây?",chỉ đạt một phần tư mức trước cuộc chiến,question: Nguyên nhân dẫn tới dịch bệnh trên diện rộng là gì? answer: Việc phá các nhà máy xử lý nước khiến nước thải bị đổ trực tiếp xuống sông Tigris,question: Nguyên nhân dẫn tới dịch bệnh trên diện rộng là gì? answer: Việc phá các nhà máy xử lý nước khiến nước thải bị đổ trực tiếp xuống sông Tigris,1.8227,0.2785,0.0,15.0069,0.6683,0.2877,0.0,0.0,0.1846
BARTpho-syllable,RAG,211,False,Hàng triệu dân Ấn Độ tôn kính gọi ông là gì?,Mahātmā,"question: Khổng Tử là ai? answer: tự là Trọng Ni, người tỉnh Sơn Đông, Trung Hoa","question: Khổng Tử là ai? answer: tự là Trọng Ni, người tỉnh Sơn Đông, Trung Hoa",1.216,0.2162,0.0,13.3523,0.6422,0.4332,0.0,0.0,0.0
BARTpho-syllable,RAG,212,False,Tại sao cả ba Hoàng đế đều tôn thờ Thượng đế?,Người sẽ phù hộ cho Hoàng tộc này mãi trường tồn và phồn vinh,"question: Trong quá trình làm vua, Minh Mạng thể hiện là người như thế nào? answer: thể hiện là người có năng lực, đa tài, quyết đoán","question: Trong quá trình làm vua, Minh Mạng thể hiện là người như thế nào? answer: thể hiện là người có năng lực, đa tài, quyết đoán",1.7418,0.1887,0.0,11.1829,0.6468,0.5009,0.0,0.0,0.2581
BARTpho-syllable,RAG,213,False,Kỷ lục nào thuộc thủ đô Ulan Bator?,nhiệt độ trung bình thấp nhất,"question: Điều kiện tự nhiên của văn minh Phù Nam là gì? answer: trên lưu vực châu thổ sông Cửu Long với hệ thống sông ngòi, kênh rạch chằng chịt đổ ra biển","question: Điều kiện tự nhiên của văn minh Phù Nam là gì? answer: trên lưu vực châu thổ sông Cửu Long với hệ thống sông ngòi, kênh rạch chằng chịt đổ ra biển",2.3815,0.129,0.0,8.8508,0.6526,0.1652,0.0,0.0,0.1311
BARTpho-syllable,RAG,214,False,Quốc gia đầu tiên của châu Âu đã tuyên bố chủ quyền đối với Texas là gì?,Tây Ban Nha,"question: Thuật ngữ ""six flags over Texas"" bắt nguồn từ đâu? answer: lãnh thổ này từng nằm dưới quyền quản lý của một vài quốc gia","question: Thuật ngữ ""six flags over Texas"" bắt nguồn từ đâu? answer: lãnh thổ này từng nằm dưới quyền quản lý của một vài quốc gia",1.7245,0.2222,0.0,21.606,0.6735,0.6416,0.0,0.0,0.0909
BARTpho-syllable,RAG,215,False,"Sau khi quê nhà bị Đức chiếm đóng, Pétain lãnh đạo chế độ gì?",Vichy,question: Các bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay là gì? answer: 52,question: Các bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay là gì? answer: 52,1.3999,0.2308,0.0,14.9019,0.6396,0.4495,0.0,0.0,0.0
BARTpho-syllable,RAG,216,False,Tháng 10 năm 1944 Mitterrand và Jacques Foccart đã làm gì?,cùng đặt một kế hoạch giải phóng các tù binh chiến tranh và các trại tập trung,question: Cuộc kháng chiến chống thực dân Pháp bắt đầu từ khi nào? answer: Ngày 23-9-1945,question: Cuộc kháng chiến chống thực dân Pháp bắt đầu từ khi nào? answer: Ngày 23-9-1945,1.1962,0.0976,0.0,15.2024,0.6642,0.5204,0.0,0.0,0.2545
BARTpho-syllable,RAG,217,False,Vì sao mà tại Mông Cổ lại có sự phổ biến dần của tiếng Triều Tiên?,có hàng chục nghìn người Mông Cổ làm việc ở Hàn Quốc,question: Tiếng Anh được du nhập vào Đông Nam Á vào năm nào? answer: 2000,question: Tiếng Anh được du nhập vào Đông Nam Á vào năm nào? answer: 2000,1.228,0.1778,0.0,12.1403,0.6958,0.5316,0.0,0.0,0.25
BARTpho-syllable,RAG,218,False,Chính sách chính trị - ngoại giao của Uganda đã làm thay đổi mối quan hệ giữa quốc gia này với những quốc gia khác như thế nào?,quan hệ theo hướng ôn hoà,question: Vì sao các cuộc kháng chiến không thành công? answer: Do chế độ thuế khoá nặng nề và ngoại thương suy tàn,question: Vì sao các cuộc kháng chiến không thành công? answer: Do chế độ thuế khoá nặng nề và ngoại thương suy tàn,1.5058,0.1892,0.0,15.2846,0.6356,0.3808,0.0,0.0,0.1
BARTpho-syllable,RAG,219,False,"Diện tích của vùng ""Tam giác đô thị Texas"" là bao nhiêu dặm vuông Anh?",60.000 dặm vuông Anh,"question: Điều kiện tự nhiên của Nam Âu như thế nào? answer: Phần lớn lãnh thổ là đồi núi, xen giữa là những cánh đồng nhỏ hẹp; đất đai khô cằn, trong lòng đất có nhiều khoáng sản, bờ biển khúc khuỷu có nhiều vũng, vịnh","question: Điều kiện tự nhiên của Nam Âu như thế nào? answer: Phần lớn lãnh thổ là đồi núi, xen giữa là những cánh đồng nhỏ hẹp; đất đai khô cằn, trong lòng đất có nhiều khoáng sản, bờ biển khúc khuỷu có nhiều vũng, vịnh",3.373,0.2174,0.0,14.1148,0.6331,0.3511,0.0,0.0,0.026
BARTpho-syllable,RAG,220,False,Vị tổng thống Mông Cổ đắc cử năm 1997 và đã đắc cử một lần nữa vào năm nào?,Natsagiin Bagabandi,question: Sự lãnh đạo đúng đắn của Đảng Cộng sản Đông Dương đứng đầu là ai? answer: Chủ tịch Hồ Chí Minh,question: Sự lãnh đạo đúng đắn của Đảng Cộng sản Đông Dương đứng đầu là ai? answer: Chủ tịch Hồ Chí Minh,1.5956,0.1786,0.0,11.3025,0.6342,0.5288,0.0,0.0,0.0
BARTpho-syllable,RAG,221,False,Đa số lực lượng vũ trang Nouvelle-Calédonie được triển khai tại những nơi nào?,"Koumac, Nandaï, Tontouta, Plum, và Nouméa",question: Đạo thừa tuyên thứ 13 được thành lập vào năm nào? answer: 1471,question: Chính sách tứ đẳng được thi hành nhằm mục đích gì? answer: tuyển chọn quan lại chủ yếu,1.0877,0.3182,0.0,13.4629,0.6924,0.3591,0.0,0.0,0.0
BARTpho-syllable,RAG,222,False,Hoa Kỳ đã viện trợ cho các nước phe đồng minh như thế nào?,"gởi $50 tỷ đô-la hàng viện trợ theo Đạo luật Lend Lease, chủ yếu đến Anh Quốc sau đó là Liên Xô, Trung Hoa và các lực lượng Đồng minh khác",question: Chiến tranh lạnh đã ảnh hưởng đến Việt Nam như thế nào? answer: Quan hệ quốc tế chịu ảnh hưởng của Chiến tranh lạnh,question: Chiến tranh lạnh đã ảnh hưởng đến Việt Nam như thế nào? answer: Quan hệ quốc tế chịu ảnh hưởng của Chiến tranh lạnh,1.5749,0.2308,0.0884,23.4203,0.7158,0.3999,0.0,0.0,0.2895
BARTpho-syllable,RAG,223,False,Nguồn dân lao động sống ở đâu nhiều nhất tại Paris?,Nội ô Paris,"question: Đẳng cấp thứ ba của xã hội Pháp là gì? answer: Tăng lữ, Quý tộc","question: Đẳng cấp thứ ba của xã hội Pháp là gì? answer: Tăng lữ, Quý tộc",1.2861,0.1579,0.0,10.9118,0.6562,0.5631,0.0,0.0,0.08
BARTpho-syllable,RAG,224,False,Kinh đô ánh sáng nổi tiếng như thế nào trong lĩnh vực thời trang mua sắm?,Thành phố còn được xem như kinh đô của thời trang cao cấp với nhiều khu phố xa xỉ cùng các trung tâm thương mại lớn,question: Thành phố nào là nơi khởi nguồn của văn minh thời Phục Hưng? answer: thành phố Phờ-lo-ren,question: Thành phố nào là nơi khởi nguồn của văn minh thời Phục Hưng? answer: thành phố Phờ-lo-ren (I-ta-li-a),1.6729,0.2593,0.0,16.567,0.6907,0.3213,0.0,0.0,0.3562
BARTpho-syllable,RAG,225,False,Nơi định cư đầu tiên của người Pháp ở Canada là ở đâu?,Port Royal,question: Nhà nước Phù Nam ra đời vào khoảng thời gian nào? answer: khoảng thế kỉ I,question: Nhà nước Phù Nam ra đời vào khoảng thời gian nào? answer: khoảng thế kỉ I,1.5293,0.2564,0.0,10.6846,0.655,0.42,0.0,0.0,0.0
BARTpho-syllable,RAG,226,False,Kinh tế xung quanh kinh đô ánh sáng mạnh về gì?,giáo dục và nghệ thuật,question: Nước nào có nền kinh tế phát triển nhất châu Âu vào đầu thế kỉ XVII? answer: Anh,question: Nước nào có nền kinh tế phát triển nhất châu Âu vào đầu thế kỉ XVII? answer: Anh,1.4485,0.2051,0.0,16.9399,0.6641,0.5175,0.0,0.0,0.1714
BARTpho-syllable,RAG,227,False,Cuộc phản kháng mạnh mẽ của người dân sống tại Lares năm 1868 có tên gọi là gì?,Grito de Lares,"question: Cuộc nổi dậy ""Grito de Lares"" được lãnh đạo bởi ai? answer: Ramon Emeterio Betances","question: Cuộc nổi dậy ""Grito de Lares"" được lãnh đạo bởi ai? answer: Ramon Emeterio Betances",1.494,0.3137,0.0,13.4304,0.69,0.6229,0.0,0.0,0.25
BARTpho-syllable,RAG,228,False,Những phóng viên nào nổi tiếng ở Mỹ về các thông tin trong cuộc chiến?,"Peter Jennings của ABC, Dan Rather của CBS và Tom Brokaw",question: Ai là người điều hành mạng lưới tin tức đưa tin về cuộc chiến? answer: Peter Jennings,question: Ai là người điều hành mạng lưới tin tức đưa tin về cuộc chiến? answer: Peter Jennings,1.1489,0.36,0.0,25.403,0.7335,0.7396,0.0,0.0,0.1538
BARTpho-syllable,RAG,229,False,Tình trạng hôn nhân của phần lớn người không nơi nương tựa ở Paris như thế nào?,"17% người vô gia cư là nữ giới, và cứ 3 nữ vô gia cư thì một người kèm theo con nhỏ, có thể cùng bố đưa trẻ hoặc không","question: Đẳng cấp thứ ba của xã hội Pháp là gì? answer: Tăng lữ, Quý tộc và Đẳng cấp thứ ba","question: Đẳng cấp thứ ba của xã hội Pháp là gì? answer: Tăng lữ, Quý tộc và Đẳng cấp thứ ba",1.6291,0.2807,0.0,10.3204,0.6474,0.4873,0.0,0.0,0.2424
BARTpho-syllable,RAG,230,False,Mitterrand kêu gọi sự hợp tác chặt chẽ hơn từ đâu?,châu Âu,question: Việt Nam Dân chủ Cộng ra đời sau sự kiện nào? answer: Cách mạng Tháng Tám,question: Việt Nam Dân chủ Cộng ra đời sau sự kiện nào? answer: Cách mạng Tháng Tám,1.3398,0.2326,0.0,12.1807,0.6264,0.2817,0.0,0.0,0.069
BARTpho-syllable,RAG,231,False,Tổ chức Nội các có quyền hạn đề đề cử chức vụ thẩm phán cho các tòa án quy mô như thế nào?,Nội các liên bang cũng bổ nhiệm các thẩm phán cho các tòa cấp cao có quyền hạn cấp tỉnh và lãnh thổ,"question: Nhiệm vụ của Lục bộ là gì? answer: chịu sự giám sát của Lục khoa tương ứng (Lại, Hộ, Lễ, Binh, Hình, Công)","question: Nhiệm vụ của Lục bộ là gì? answer: chịu sự giám sát của Lục khoa tương ứng (Lại, Hộ, Lễ, Binh, Hình, Công)",1.9849,0.2353,0.0,10.7528,0.651,0.3919,0.0,0.0,0.2933
BARTpho-syllable,RAG,232,False,Canada và Hoa Kỳ có mối quan hệ diễn ra như thế nào?,"Canada và Hoa Kỳ chia sẻ đường biên giới không được bảo vệ dài nhất thế giới, hợp tác trong các chiến dịch và tập luyện quân sự, và là đối tác thương mại lớn nhất của nhau",question: Việt Nam đã thiết lập quan hệ ngoại giao với bao nhiêu quốc gia trên thế giới tính đến cuối năm 2022? answer: 190 quốc gia và vùng lãnh thổ,question: Việt Nam đã thiết lập quan hệ ngoại giao với bao nhiêu quốc gia trên thế giới tính đến cuối năm 2022? answer: 190 quốc gia và vùng lãnh thổ,1.6983,0.1967,0.0,16.6936,0.6855,0.3239,0.0,0.0,0.2692
BARTpho-syllable,RAG,233,False,Tour de France kết thúc vào tháng mấy hằng năm?,bảy,question: Lễ hội Đền Hùng tại Phú Thọ được tổ chức vào ngày nào? answer: ngày 10 tháng Ba âm lịch hằng năm,question: Lễ hội Đền Hùng tại Phú Thọ được tổ chức vào ngày nào? answer: ngày 10 tháng Ba âm lịch hằng năm,1.456,0.4615,0.0,25.3735,0.7066,0.4299,0.0,0.0,0.0541
BARTpho-syllable,RAG,234,False,Nền thể thao của Canada đã đạt được những thành tựu đáng tự hào nào?,"Canada tham gia vào hầu như mọi kỳ Thế vận hội kể từ lần đầu tham gia vào năm 1900, và từng tổ chức một số sự kiện thể thao quốc tế cao cấp, bao gồm Thế vận hội Mùa hè 1976 tại Montréal, Thế vận hội Mùa đông 1988 tại Calgary, Thế vận hội Mùa đông 2010 tại Vancouver và Giải vô địch bóng chày thế giới 1994 và Giải vô địch bóng đá U-20 thế giới 2007","question: Từ năm 1986 đến nay, hoạt động đối ngoại của Canada là gì? answer: Phá thế bao vây, cấm vận: Bình thường hóa quan hệ với Trung Quốc (1991), Mỹ (1995). Tham gia ASEAN (1995), AFTA (1995); đảm nhiệm Chủ tịch ASEAN (1998, 2010, 2020)","question: Từ năm 1986 đến nay, hoạt động đối ngoại của Canada là gì? answer: Phá thế bao vây, cấm vận: Bình thường hóa quan hệ với Trung Quốc (1991), Mỹ (1995)",2.558,0.2469,0.0,18.0905,0.6344,0.4958,0.0,0.0,0.2152
BARTpho-syllable,RAG,235,False,Ngân hàng nào đảm nhiệm vai trò ngân hàng trung ương của nước Canada?,Ngân hàng Canada,"question: Những khu công nghiệp nào đã tạo ra hàng triệu việc làm tại thành phố? answer: Khu chế xuất Tân Thuận (1991) - khu chế xuất đầu tiên Việt Nam, Khu công nghệ cao TP.HCM (2002)","question: Những khu công nghiệp nào đã tạo ra hàng triệu việc làm tại thành phố? answer: Khu chế xuất Tân Thuận (1991) - khu chế xuất đầu tiên Việt Nam, Khu công nghệ cao TP.HCM (2002)",2.4151,0.2368,0.0,18.793,0.6926,0.1574,0.0,0.0,0.1356
BARTpho-syllable,RAG,236,False,Allahu Akbar có nghĩa là gì?,Thánh Ala vĩ đại,question: Nền kinh tế Đàng Trong rơi vào khủng hoảng vào thời gian nào? answer: Do chế độ thuế khoá nặng nề và ngoại thương suy tàn,question: Nền kinh tế Đàng Trong rơi vào khủng hoảng vào thời gian nào? answer: Do chế độ thuế khoá nặng nề và ngoại thương suy tàn,2.0735,0.0,0.0,7.2476,0.5847,-0.0937,0.0,0.0,0.1395
BARTpho-syllable,RAG,237,False,Cái gì đánh dấu sự thay đổi đáng kể trong chính sách của Pháp với các quốc gia từng là thuộc địa?,bài diễn văn La Baule của Mitterrand,question: Chủ tịch Hồ Chí Minh đã gửi thư khẳng định tính hợp pháp của nhà nước Việt Nam Dân chủ Cộng vào thời gian nào? answer: 1945-1954,question: Chủ tịch Hồ Chí Minh đã gửi thư khẳng định tính hợp pháp của nhà nước Việt Nam Dân chủ Cộng vào thời gian nào? answer: 1945-1954,2.0976,0.2667,0.0,15.3299,0.6698,0.2852,0.0,0.0,0.1509
BARTpho-syllable,RAG,238,False,Người Mông Cổ vẫn cai trị tại khu vực nào khi họ bị đuổi khỏi Trung Quốc?,Bắc Nguyên,"question: Sau khi các quân chủ nhà Nguyên bị trục xuất khỏi Trung Quốc, người Mông Cổ cai trị quê hương Mông Cổ được gọi là gì? answer: Bắc Nguyên","question: Sau khi các quân chủ nhà Nguyên bị trục xuất khỏi Trung Quốc, người Mông Cổ cai trị quê hương Mông Cổ được gọi là gì? answer: Bắc Nguyên",1.7889,0.2857,0.0,39.1897,0.7828,0.8716,0.0,0.0,0.1667
BARTpho-syllable,RAG,239,False,"Tại sao trước khi người châu Ân đến, số người Thổ dân Canada lớn gấp đôi?","phải chịu tổn thất do các dịch bệnh truyền nhiễm mới được đưa đến bùng phát lặp lại nhiều lần, như dịch cúm, dịch sởi, dịch đầu mùa","question: Các dịch bệnh truyền nhiễm nào được đưa đến bùng phát lặp lại nhiều lần? answer: dịch cúm, dịch sởi, dịch đầu mùa","question: Các dịch bệnh truyền nhiễm nào được đưa đến bùng phát lặp lại nhiều lần? answer: dịch cúm, dịch sởi, dịch đầu mùa",1.5456,0.2727,0.0,12.5926,0.6666,0.258,0.0,0.0,0.8261
BARTpho-syllable,RAG,240,False,Mitterrand tham gia nghĩa vụ quân sự trong thời gian nào?,từ năm 1937 tới năm 1939,question: Những bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay là gì? answer: 52 - Bài 10: Khái quát về công cuộc Đổi mới từ năm 1986 đến nay,question: Những bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay là gì? answer: 52 - Bài 10: Khái quát về công cuộc Đổi mới từ năm 1986 đến nay,2.2425,0.1667,0.0,11.756,0.6488,0.4681,0.0,0.0,0.2121
BARTpho-syllable,RAG,241,False,Mục tiêu ưu tiên của Gruzia là gì?,đòi lại Nam Osseatia,"question: Các việc hộ tịch, tiền thóc, ngục tụng đều làm chung thành số sách của một lộ, đến cuối năm báo lên sảnh để làm bằng cứ mà khảo xét","question: Các việc hộ tịch, tiền thóc, ngục tụng đều làm chung thành số sách của một lộ, đến cuối năm báo lên sảnh để làm bằng cứ mà khảo xét",2.1447,0.1905,0.0,11.1524,0.629,0.223,0.0,0.0,0.0714
BARTpho-syllable,RAG,242,False,Phong trào Intifada đầu tiên ở quốc gia nào?,Palestine,question: Cuộc xâm chiếm Kuwait được biện hộ bởi những lời kêu gọi của ai? answer: chủ nghĩa quốc gia Ả Rập,question: Cuộc xâm chiếm Kuwait được biện hộ bởi những lời kêu gọi của ai? answer: chủ nghĩa quốc gia Ả Rập,1.5546,0.1739,0.0,18.5748,0.6928,0.3555,0.0,0.0,0.0
BARTpho-syllable,RAG,243,False,Cùng với việc vận hành Réseau Outre-Mer 1re thì Hãng truyền thông công cộng France Télévision còn truyền phát các kênh nào?,"France 2, France 3, France 4, France 5, France Ô, France 24 và Arte","question: Những điều kiện tự nhiên nào tạo thuận lợi cho sự phát triển mạnh mẽ của thủ công nghiệp, thương nghiệp và hàng hải? answer: đồi núi, xen giữa là những cánh đồng nhỏ hẹp; đất đai khô cằn, trong lòng đất có nhiều khoáng sản, bờ biển khúc khuỷu có nhiều vũng","question: Những điều kiện tự nhiên nào tạo thuận lợi cho sự phát triển mạnh mẽ của thủ công nghiệp, thương nghiệp và hàng hải? answer: đồi núi, xen giữa là những cánh đồng nhỏ hẹp; đất đai khô cằn, trong lòng đất có nhiều khoáng sản, bờ biển khúc khuỷu có nhiều vũng",3.3549,0.2946,0.0,16.436,0.6045,0.066,0.0,0.0,0.02
BARTpho-syllable,RAG,244,False,Điều gì đã làm cho hình ảnh của Mỹ xấu đi trong mắt người Ả Rập?,Nhiều người cho rằng các biện pháp trừng phạt Iraq và sự hiện diện quân sự của Mỹ ở Ả Rập Xê Út,question: Chỉ số đổi mới sáng tạo toàn cầu là gì? answer: Đánh giá năng lực đổi mới của các nền kinh tế,question: Chỉ số đổi mới sáng tạo toàn cầu là gì? answer: Chỉ số đánh giá năng lực đổi mới của các nền kinh tế,1.6384,0.2857,0.0,13.2981,0.6636,0.1424,0.0,0.0,0.2286
BARTpho-syllable,RAG,245,False,Người Ossetia bắt nguồn từ tộc nào?,Sarmatia,question: Nền văn minh Hy Lạp được truyền bá mạnh sang các nước nào? answer: các nước phương Đông,question: Nền văn minh Hy Lạp được truyền bá mạnh sang các nước nào? answer: các nước phương Đông,1.3081,0.2381,0.0,14.3617,0.6974,0.4277,0.0,0.0,0.0
BARTpho-syllable,RAG,246,False,Khu vực nào bị ông Febvrier Despointes chiếm giữ và là nơi giam cầm khoảng 22.000 tù nhân?,Nouvelle-Calédonie,question: Vài chục người định cư tự do đến duyên hải phía tây trong những năm nào? answer: những năm sau đó,question: Vài chục người định cư tự do đến duyên hải phía tây trong những năm nào? answer: những năm sau đó,1.6928,0.2712,0.0,12.5987,0.6447,0.4069,0.0,0.0,0.0
BARTpho-syllable,RAG,247,False,Chủ nghĩa biệt lập trong chính sách ngoại giao của Hoa Kỳ là gì?,không tham gia vào các tổ chức thế giới,question: Việc không tham gia Hội Quốc Liên đã đánh dấu sự trỗi dậy mạnh mẽ của chủ nghĩa nào? answer: chủ nghĩa biệt lập,question: Việc không tham gia Hội Quốc Liên đã đánh dấu sự trỗi dậy mạnh mẽ của chủ nghĩa biệt lập trong chính sách ngoại giao của Hoa Kỳ vào năm nào? answer: 1919,2.072,0.2333,0.0,31.5654,0.7197,0.4971,0.0,0.0,0.2687
